School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
014044,NORTHWEST TECHNICAL INSTITUTE,709 S. OLD MISSOURI ROAD,SPRINGDALE,AR,72765,,,
013842,WOR-WIC COMMUNITY COLLEGE,32000 CAMPUS DRIVE,SALISBURY,MD,21804,,,
006461,ST. ELIZABETH COLLEGE OF NURSING,2215 GENESEE STREET,UTICA,NY,13501,,,
013761,HAZARD COMMUNITY AND TECHNICAL COLLEGE -,PO BOX 902,HYDEN,KY,41749,,,
E00722,GORDON CONWELL THEOLOGICAL SEMINARY - CH,14542 CHOATE CIRCLE,CHARLOTTE,NC,28273,,,
E01397,FLAGLER COLLEGE - TALLAHASSEE COMMUNITY,444 APPLEYARD DRIVE,TALLAHASSEE,FL,32304,,,
G20955,LONDON BUS SCHOOL,SUSSEX PLACE,LONDON,FC,0,,ENGLAND,
003972,BETH MEDRASH GOVOHA OF AMERICA,617 SIXTH STREET,LAKEWOOD,NJ,8701,,,
005692,REID STATE TECHNICAL COLLEGE,100 HIGHWAY 83,EVERGREEN,AL,36401,,,
G08458,LOUGHBOROUGH UNIVERSITY,ASHBY ROAD,LOUGHBOROUGH,FC,0,,ENGLAND,
E40831,LINCOLN TECHNICAL INSTITUTE - MOORESTOWN,312 WEST ROUTE 38,MOORESTOWN,NJ,8057,,,
013961,ART INSTITUTE OF COLORADO (THE),1200 LINCOLN STREET,DENVER,CO,80203,,,
007130,NEWBERRY SCHOOL OF BEAUTY,16852 DEVONSHIRE STREET,GRAN/ADA HILLS,CA,91344,,,
E40507,CAPRI COLLEGE - WATERLOO,2323 CROSS ROADS BOULEVARD,WATERLOO,IA,50701,,,
G08377,UNIVERSITEIT VAN AMSTERDAM(UNIVERSI,SPUI 21,AMSTERDAM,FC,0,,THE NETHERLANDS,1012 WX
014659,OGLALA LAKOTA COLLEGE,490 PIYA WICONI ROAD,KYLE,SD,57752,,,
014535,WESTERN TECHNICAL COLLEGE,9624 PLAZA CIRCLE,EL PASO,TX,79927,,,
012727,MAYSVILLE CMNTY & TECHNCL COLG - ROWAN,400 ROCKY ADKINS TECH DRIVE,MOREHEAD,KY,40351,,,
G09808,UNIVERSITY OF STRATHCLYDE,RICHMOND STREET,GLASGOW,FC,0,,SCOTLAND,
014209,HICKEY COLLEGE,2700 N LINDBERGH BLVD,SAINT LOUIS,MO,63114,,,
012984,PROFESSIONAL INSTITUTE OF BEAUTY,10801 MAIN STREET,EL MONTE,CA,91731,,,
007119,REND LAKE COLLEGE,468 NORTH KEN GRAY PARKWAY,IN/A,IL,62846,,,
015332,MILDRED ELLEY,855 CENTRAL AVENUE,ALBANY,NY,12206,,,
E01382,RASMUSSEN UNIVERSITY - MOORHEAD,1250 29TH AVENUE SOUTH,MOORHEAD,MN,56560,,,
010363,TRUCKEE MEADOWS COMMUNITY COLLEGE,7000 DANDINI BLVD,RENO,NV,89512,,,
014315,UNIVERSITY OF HAWAII - WEST OAHU,91-1001 FARRINGTON HIGHWAY,KAPOLEI,HI,96707,,,
G08365,CONCORDIA UNIVERSITY - SIR GEORGE W,1455 DE MAISONNEUVE WEST,MONTREAL,CN,0,,CAN/ADA,
E41071,ECPI UNIVERSITY - ROANOKE,5234 AIRPORT ROAD NORTHWEST,ROANOKE,VA,24012,,,
014435,CUYAMACA COLLEGE,900 RANCHO SAN DIEGO PARKWAY,EL CAJON,CA,92019,,,
013889,SOVAH SCHOOL OF HEALTH PROFESSIONS,142 S MAIN STREET,DANVILLE,VA,24541,,,
014820,GREAT LAKES INSTITUTE OF TECHNOLOGY,5100 PEACH STREET,ERIE,PA,16509,,,
013758,HAZARD COMMUNITY AND TECHNICAL COLLEGE -,HCR 60 BOX 1100 RT 160,HINDMAN,KY,41822,,,
008067,LSU HEALTH SCIENCES CENTR-SHREVEPOR,1501 KINGS HIGHWAY,SHREVEPORT,LA,71130,,,
G08910,UNIVERSITY OF HULL,INTERN/ATION/AL OFFICE,HULL,FC,0,,ENGLAND,HU13 0RR
G09368,UNIVERSITY OF ABERDEEN,REGENT WALK,ABERDEEN,FC,0,,SCOTLAND,
E00780,FORTIS INSTITUTE - TOWSON - FORTIS COLLE,2140 SOUTH COBB DRIVE,SMYRN/A,GA,30080,,,
013088,CAPRI BEAUTY COLLEGE,1938 EAST LINCOLN HIGHWAY,NEW LENOX,IL,60451,,,
014720,AMERICAN INTERCONTINENTAL UNIVERSITY SYS,2200 EAST GERMANN ROAD,CHANDLER,AZ,85286,,,
022141,RESURRECTION UNIVERSITY,1431 NORTH CLAREMONT AVENUE,CHICAGO,IL,60622,,,
G06692,UNIVERSITY OF LEEDS,WOODHOUSE LANE,LEEDS,FC,0,,ENGLAND,
G07881,AMERICAN UNIVERSITY OF PARIS,"102, RUE ST. DOMINIQUE",PARIS,FC,0,,FRANCE,75007
G12839,UNIVERSITY OF CAMBRIDGE - SAINT JOHNS,ST JOHN'S STREET,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB2 1TP
013877,LESTER E. COX MEDICAL CENTERS,1423 NORTH JEFFERSON AVENUE,SPRINGFIELD,MO,65802,,,
007532,FINGER LAKES COMMUNITY COLLEGE,3325 MARVIN SANDS DRIVE,CAN/ANDAIGUA,NY,14424,,,
G11057,UNIVERSITY OF OXFORD - TRINITY COLLEGE,TRINITY COLLEGE,OXFORD,FC,0,,UNITED KINGDOM,OX1 3BH
G21166,CANADIAN MEMORIAL CHIROPRACTIC COLL,6100 LESLIE STREET,TORONTO,CN,0,ONTARIO,CAN/ADA,M2H 3J1
G21167,UNIVERSITY OF CAMBRIDGE - LUCY CAVE,LADY MARGARET ROAD,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB3 0BU
G06682,ST THOMAS UNIVERSITY,POB 4569,FREDERICTON,CN,0,,CAN/ADA,
E40845,MIDAMERICA NAZARENE UNIVERSITY - SANTA F,13555 S MUR LEN RD,OLATHE,KS,66062,,,
G10675,REGENT COLLEGE,5800 UNIVERSITY BLVD,VANCOUVER,CN,0,BC,CAN/ADA,V6T2E4
G12802,PONTIFICIA UNIV CATOLICA MAD Y MAES,AUTOPISTA DUARTE KM 1 1/2,SANTIAGO,FC,0,,DOMINICAN REPUBLIC,
011648,THOMAS EDISON STATE UNIVERSITY,111 WEST STATE STREET,TRENTON,NJ,8608,,,
G06681,ST FRANCIS XAVIER UNIVERSITY,PO BOX 5000,ANTIGONISH,CN,0,,CAN/ADA,
E40661,CASA LOMA COLLEGE - AURORA,3015 S PARKER RD,AURORA,CO,80014,,,
009313,DAYMAR COLLEGE,3361 BUCKLAND SQUARE,OWENSBORO,KY,42301,,,
007265,CARL SANDBURG COLLEGE,2400 TOM L WILSON BOULEVARD,GALESBURG,IL,61401,,,
G11758,UNIV OF CAMBRIDGE - PETERHOUSE,PETERHOUSE,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB2 1RD
G08526,UNIVERSITY OF WATERLOO,STUDENT AWARDS & FIN/ANCIAL AID,WATERLOO,CN,0,,CAN/ADA,
G08920,UNIVERSITY OF NOTTINGHAM,UNIVERSITY PARK,NOTTINGHAM,FC,0,,ENGLAND,
E41236,SHERIDAN TECHNICAL COLLEGE - WEST CAMPUS,20251 STIRLING ROAD,PEMBROKE PINES,FL,33332,,,
E40910,MESIVTA TORAH VODAATH RABBINICAL SEMINAR,4300-4310 16 AVENUE,BROOKLYN,NY,11204,,,
G11764,ROYAL ACADEMY OF MUSIC,MARYLEBONE ROAD,LONDON,FC,0,,ENGLAND,
015159,KEISER  UNIVERSITY,1500 N.W. 49TH ST,FORT LAUDERDALE,FL,33309,,,
014812,YESHIVA SHAAR HATORAH ITRI TORAH,117-06 84TH AVENUE,RICHMOND HILL,NY,11418,,,
G22734,RECONSTRUCTIONIST RABBINICAL COLLEG,1299 CHURCH ROAD,WYNCOTE,PA,19095,,,
G09421,BRANDON UNIVERSITY,270-18TH STREET,BRANDON,CN,0,,CAN/ADA,
015171,PAUL MITCHELL THE SCHOOL - MURFREESBORO,1720 OLD FORT PARKWAY SUITE L200,MURFREESBORO,TN,37129,,,
E41194,OHIO BUSINESS COLLEGE - COLUMBUS,1590 ALUM CREEK DRIVE,COLUMBUS,OH,43209,,,
007273,CUNY-BERNARD BARUCH COLLEGE,17 LEXINGTON AVENUE,NEW YORK,NY,10010,,,
G10574,LONDON FILM SCHOOL,24 SHELTON STREET,LONDON,FC,0,,ENGLAND,WC2H  9U
020616,WAYNES COLLEGE OF BEAUTY,1271 NORTH MAIN STREET,SALIN/AS,CA,93906,,,
015090,BEAU MONDE ACADEMY OF BARBERING AND COSM,2201 LLOYD CENTER,PORTLAND,OR,97232,,,
007659,LA JAMES COLLEGE OF HAIRSTYLING,24-2ND  N.E.,MASON CITY,IA,50401,,,
G07874,UNIVERSITY OF CALGARY,2500 UNIVERSITY DRIVE NW,CALGARY,CN,0,ALBERTA,CAN/ADA,T2N 1N4
G08916,NEW ENGLAND LAW BOSTON,154 STUART STREET,BOSTON,MA,2116,,,
G07632,UNIVERSITY OF BRISTOL,"BEACON HOUSE, QUEENS ROAD",BRISTOL,FC,0,,ENGLAND,BS8 1QU
009549,WESTERN TEXAS COLLEGE,6200 S. COLLEGE AVE,SNYDER,TX,79549,,,
G13153,MASSEY UNIVERSITY,TENNENT DRIVE,PALMERSTON NORTH,FC,0,,NEW ZEALAND,442
G09634,UNIVERSITY OF OXFORD ST CATHERINE'S,MANOR ROAD,OXFORD,FC,0,,ENGLAND,OX1 3UJ
016081,SOUTH COAST COLLEGE,2011 WEST CHAPMAN AVENUE,ORANGE,CA,92868,,,
011686,RASMUSSEN UNIVERSITY - BLOOMINGTON,4400 WEST 78TH STREET,BLOOMINGTON,MN,55435,,,
014173,MARYLAND COLLEGE OF ART AND DESIGN,10500 GEORGIA AVE,SILVER SPRING,MD,20902,,,
E40546,UNIVERSAL TECHNICAL INSTITUTE - ILLINOIS,2611 CORPORATE WEST DRIVE,LISLE,IL,60532,,,
G10228,UNIVERSITY OF STIRLING,**,STIRLING,FC,0,,SCOTLAND,
012427,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,4041 SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,,,
E01054,PCI ACADEMY -  PLYMOUTH,4315 PEONY LANE NORTH,PLYMOUTH,MN,55446,,,
G09428,TECHNION-ISRAEL INST OF TECHLGY,**,HAIFA,FC,0,,ISRAEL,
G12275,UNIVERSITY OF OXFORD - WOLFSON COLL,LINTON ROAD,OXFORD,FC,0,,ENGLAND,
013998,DON ROBERTS SCHOOL OF HAIR DESIGN,152 EAST US 30,SCHERERVILLE,IN,46375,,,
G22220,AMERICAN FILM INSTITUTE,2021 N WESTERN AVE,LOS ANGELES,CA,90027,,,
016038,ROCKLAND COUNTY BOCES PRAC NRSG SCH,61 PARROTT ROAD,WEST NYACK,NY,10994,,,
G10942,UNIVERSITY OF OXFORD - ST HUGH'S CO,**,OXFORD,FC,0,,ENGLAND,
011166,BROADVIEW COLLEGE,1902 WEST 7800 SOUTH,WEST JORDAN,UT,84088,,,
021689,KANSAS CHRISTIAN COLLEGE,7401 METCALF AVENUE,OVERLAND PARK,KS,66204,,,
009283,MIDWAY PARIS BEAUTY SCHOOL,54-40 MYRTLE AVENUE,RIDGEWOOD,NY,11385,,,
015936,ALBANY SCHOHARIE SCHENECTADY,925B WATERVLIET SHAKER ROAD,ALBANY,NY,12205,,,
016080,SISSETON WAHPETON COLLEGE,12572 BIA HIGHWAY 700,AGENCY VILLAGE,SD,57262,,,
G06976,UNIV OF SAN DIEGO - SCHL OF LAW,5998 ALCALA PARK,SAN DIEGO,CA,92110,,,
G11071,UNIV OF OXFORD - CHRIST CHURCH,ST ALDATES,OXFORD,FC,0,OXFORDSHIRE,ENGLAND,OX1 1DP
G11679,UNIVERSITY OF BATH,CLAVERTON DOWN,BATH,FC,0,SOMERSET,ENGLAND,BA2   7A
015307,CONCORDE CAREER INSTITUTE,4202 WEST SPRUCE,TAMPA,FL,33607,,,
G07679,YORK UNIVERSITY,4700 KEELE STREET,NORTH YORK,CN,0,,CAN/ADA,
008661,SOUTHSIDE VIRGINIA CMTY CLG,RT 1 BOX 60 CHRISTANN/A CAMP,ALBERTA,VA,23821,,,
015356,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHET,THE BEDFORD MALL,BEDFORD,NH,3110,,,
007713,SKYLINE COLLEGE,3300 COLLEGE DRIVE,SAN BRUNO,CA,94066,,,
E00933,RASMUSSEN UNIVERSITY - CENTRAL PASCO,16418 STATE ROAD 54,ODESSA,FL,33556,,,
014813,HILLTOP BEAUTY SCHOOL,6317 MISSION STREET,DALY CITY,CA,94014,,,
009543,RED ROCKS COMMUNITY COLLEGE,13300 W SIXTH AVE,LAKEWOOD,CO,80228,,,
013130,SUMMIT SALON ACADEMY - PORTLAND,8820 SW CENTER STREET,TIGARD,OR,97223,,,
E01464,ROSS MEDICAL EDUCATION CENTER-REDFORD,9327 TELEGRAPH  ROAD,REDFORD,MI,48239,,,
G22291,UNIVERSITY OF LEICESTER,UNIVERSITY ROAD,LEICESTER,FC,0,,ENGLAND,
G09423,ROYAL COLLEGE OF ART,KENSINGTON GORE,LONDON,FC,0,,ENGLAND,
015427,ORLEANS TECHNICAL COLLEGE,1330 RHAWN STREET,PHILADELPHIA,PA,19111,,,
G21670,PRAIRIE BIBLE INST,BOX 4000  319 5TH AVENUE N,THREE HILLS,CN,0,,CAN/ADA,
009204,KIAMICHI TECHNOLOGY CENTER,1004 HIGHWAY 2 NORTH,WILBURTON,OK,74578,,,
012385,BLOOMINGTON-NORMAL SCH RADIOGRAPHY,900 FRANKLIN AVE,NORMAL,IL,61761,,,
B07022,THE CHICAGO SCHOOL OF PROF PSYCHOLOGY,707 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,,,
008310,AUBURN UNIVERSITY-MONTGOMERY,P O BOX 244023,MONTGOMERY,AL,36124,,,
012011,TALMUDICAL SEM OHOLEI TORAH,667 EASTERN PARKWAY,BROOKLYN,NY,11213,,,
E01836,MILLER-MOTTE COLLEGE - COLUMBUS,1800 BOX ROAD,COLUMBUS,GA,31907,,,
016845,RASMUSSEN UNIVERSITY - MANKATO,1400 MADISON AVENUE,MANKATO,MN,56001,,,
G21861,UNIVERSITY OF CAMBRIDGE - EMMANUEL,ST. ANDREWS STREET,CAMBRIDGE,FC,0,,ENGLAND,CB2 3AP
G21948,UNIVERSITY OF THE WEST OF ENGLAND,FRECHAY CAMPUS,BRISTOL,FC,0,,ENGLAND,BS16 1QY
008863,WALTERS STATE COMMUNITY COLLEGE,500 S DAVY CROCKETT PKY,MORRISTOWN,TN,37813,,,
009964,CENTRAL OKLAHOMA AREA VOC TECH SCH,3 CENTRAL TECH CIRCLE,DRUMRIGHT,OK,74030,,,
G11055,UNIV OF OXFORD - LADY MARGARET HALL,**,OXFORD,FC,0,,ENGLAND,OX2 6QA
015524,COLLINS CAREER TECHNICAL CENTER,11627 STATE ROUTE 243,CHESAPEAKE,OH,45619,,,
009593,LA' JAMES INTERNATIONAL COLLEGE,227 EAST MARKET STREET,IOWA CITY,IA,52245,,,
010338,EASTERN VIRGINIA MEDICAL SCHOOL,825 FAIRFAX AVENUE,NORFOLK,VA,23501,,,
015527,NORTH BENNET STREET SCHOOL,150 NORTH STREET,BOSTON,MA,2109,,,
G11683,FRANKLIN UNIVERSITY SWITZERLAND,VIA PONTE TRESA  29,SORENGO,FC,0,,SWITZERLAND,6924
E01199,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL,541 58TH STREET,ALTOON/A,PA,16602,,,
G21200,UNIV OF LONDON - COURTALD INST OF A,SOMERSET HOUSE STRAND,LONDON,FC,0,,ENGLAND,
015574,PITTSBURGH CAREER INSTITUTE,421 SEVENTH AVENUE,PITTSBURGH,PA,15219,,,
015585,PROFESSIONAL COSMETOLOGY EDUC CTR,2027 NORTH WEST AVENUE,EL DORADO,AR,71730,,,
010923,UNION INSTITUTE & UNIVERSITY,440 E MCMILLAN STREET,CINCINN/ATI,OH,45206,,,
G11059,UNIVERSITY OF OXFORD ST ANTONY'S CO,62 WOODSTOCK ROAD,OXFORD,FC,0,,ENGLAND,
015534,HOLLYWOOD COSMETOLOGY CENTER,1708 WEST LINDSEY,NORMAN,OK,73069,,,
013850,COLLEGE OF WILMINGTON,3500 OLEANDER DRIVE SUITE 1111,WILMINGTON,NC,28403,,,
009706,SOUTH SEATTLE COLLEGE,6000 16TH AVENUE SOUTHWEST,SEATTLE,WA,98106,,,
015245,PCI ACADEMY,309 KITTY HAWK DRIVE,AMES,IA,50010,,,
G11072,UNIVERSITY OF OXFORD - BRASENOSE CO,HIGH STREET,OXFORD,FC,0,,ENGLAND,
015944,HAYS ACADEMY OF HAIR DESIGN,1214 EAST 27TH STREET,HAYS,KS,67601,,,
E00607,FLORIDA INTERNATIONAL UNIVERSITY,3000 NORTHEAST 151TH STREET,NORTH MIAMI,FL,33181,,,
E01685,WTI TULSA CAMPUS,708 S. SHERIDAN,TULSA,OK,74112,,,
G22722,UNIVERSITY OF CAMBRIDGE - MURRAY EDWARDS,HUNTINGDON ROAD,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB3 0DF
E01700,ECPI UNIVERSITY - RALEIGH,4101 DOIE COPE ROAD,RALEIGH,NC,27613,,,
016374,EMPIRE BEAUTY SCHOOL,19 BANK STREET,PEEKSKILL,NY,10566,,,
009899,LOWELL ACADEMY HAIRSTYLING INST,136 CENTRAL ST,LOWELL,MA,1852,,,
G11053,UNIVERSITY OF OXFORD - ST HILDA'S C,COWELY PLACE,OXFORD,FC,0,,ENGLAND,
G20874,UNIVERSITY OF CAMBRIDGE - NEWNHAM C,SIDGWICK AVENUE,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB3 9DF
G21021,KINGSWOOD UNIVERSITY,26 WESTERN STREET,SUSSEX,CN,0,NEW BRUNSWICK,CAN/ADA,E4E 5L2
E40529,AMERICAN NATIONAL UNIVERSITY,130 SOUTH MAYO TRAIL,PIKEVILLE,KY,41501,,,
E40682,FIDM-FASHION INSTITUTE OF DESIGN,800 SOUTH HOPE STREET,LOS ANGELES,CA,90017,,,
G21967,GUILDHALL SCHOOL OF MUSIC & DRAMA,SILK STREET,LONDON,FC,0,,ENGLAND,EC2Y  8D
015602,OGLE SCHOOL HAIR SKIN NAILS,720-B ARCADIA STREET,HURST,TX,76053,,,
G10589,BANGOR UNIVERSITY,BANGOR,GWYNEDD,FC,0,,WALES,LL57 2DG
G12075,UNIVERSITY CAMBRIDGE - TRINITY COLL,TRINITY STREET,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB2 1TQ
G12274,PROVIDENCE UNIVERSITY COLLEGE & SEMINARY,OTTERBURNE  CAMPUS,OTTERBURNE,CN,0,MANITOBA,CAN/ADA,R0A 1G0
014551,CAPRI INSTITUTE OF HAIR DESIGN,615 WINTERS AVENUE,PARAMUS,NJ,7652,,,
G10332,UNIVERSITY OF CAMBRIDGE - CLARE COL,TRINITY LANE,CAMBRIDGE,FC,0,,UNITED KINGDOM,
009744,FOX VALLEY TECHNICAL COLLEGE,1825 N BLUEMOUND DR POB 2277,APPLETON,WI,54913,,,
G10441,PARDEE RAND GRADUATE SCHOOL,1776 MAIN STREET,SANTA MONICA,CA,90407,,,
016571,ROB ROY ACADEMY,1872 ACUSHNET AVE,NEW BEDFORD,MA,2746,,,
E00651,U OF MD UNIVERSITY COLLEGE - ASIA,3501 UNIVERSITY BOULEVARD,ADLEPHI,MD,0,,JAPAN,
G11780,BRUNEL UNIVERSITY LONDON,KINGSTON LANE,MIDDLESEX,FC,0,MIDDLESEX,ENGLAND,UB8   3P
013005,OLYMPIAN ACADEMY OF COSMETOLOGY,1460 MISSOURI AVENUE SUITE 5,LAS CRUCES,NM,88001,,,
G22444,AMERICAN UNIV OF THE CARIBBEAN,#1 UNIVERSITY DRIVE,CUPECOY,FC,0,,ST. MAARTEN,
G12341,UNIVERSITY OF WALES - ST DAVID'S UN,LAMPETER,CARDIGANSHIRE,FC,0,,WALES,
G20834,UNIVERSITY OF CAMBRIDGE - WOLFSON C,BARTON ROAD,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB3 9BB
009928,PIEDMONT VIRGINIA COMMUNITY COLLEGE,501 COLLEGE DRIVE,CHARLOTTESVILLE,VA,22902,,,
G20533,CENTRO DE ESTUDIOS UNIVERSITARIOS D,CALLE SAN FRANCISCO NO. 1139 F,ENSEN/ADA,MX,0,,MEXICO,
015102,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC A,37 MYRTLE AVENUE,DOVER,NJ,7801,,,
E01195,BRIGHTWOOD COLLEGE - FRIENDSWOOD,BAYWOOD PLAZA,FRIENDSWOOD,TX,77546,,,
G10088,UNIVERSITY OF OXFORD - CORPUS CHRISTI,CORPUS CHRISTI COLLEGE,OXFORD,FC,0,,ENGLAND,
010906,CINCINNATI CLG OF MORTUARY SCIENCE,645 WEST NORTH BEND ROAD,CINCINN/ATI,OH,45224,,,
G11838,UNIVERSITY OF OXFORD - MANSFIELD CO,NO STREET,OXFORD,FC,0,,ENGLAND,
E02161,CAREER ACADEMY OF HAIR DESIGN - FAYETTEV,4310 W MARTIN LUTHER KING BLVD,FAYETTEVILLE,AR,72701,,,
015951,AVEDA ARTS & SCIENCES INST BATON ROUGE,2881 WESTFORK DRIVE,BATON ROUGE,LA,70816,,,
010501,LAKEVIEW COLLEGE OF NURSING,903 NORTH LOGAN AVENUE,DANVILLE,IL,61832,,,
E00719,LONE STAR COLLEGE-KINGWOOD,20000 KINGWOOD DRIVE,KINGWOOD,TX,77339,,,
G10221,SAINT PAUL UNIVERSITY,223 MAIN STREET,OTTAWA,CN,0,,CAN/ADA,
014888,ORANGE ULSTER BOCES SCH OF PRAC NRS,4 HARRIMAN DRIVE,GOSHEN,NY,10924,,,
G22296,SACKLER SCHOOL OF MEDICINE,TEL-AVIV UNIVERSITY,RAMAT AVIV,FC,0,,ISRAEL,
010319,FORTIS INSTITUTE,700 YORK ROAD,TOWSON,MD,21204,,,
G22321,UNIVERSITY OF CAMBRIDGE,WOLLASTON ROAD,CAMBRIDGE,FC,0,,ENGLAND,CB1 2EW
G10525,UNIVERSITY OF HERTFORDSHIRE,COLLEGE LANE,HATFIELD,FC,0,,ENGLAND,
G12766,"NATIONAL UNIVERSITY IRELAND, GALWAY",UNIVERSITY ROAD,GALWAY,FC,0,,IRELAND,
016563,BUCKS COUNTY SCHOOL OF BEAUTY CULT,1761 BUSTLETON PIKE,FEASTERVILLE,PA,19053,,,
G22963,UNIVERSITY OF CAMBRIDGE - JESUS COL,JESUS COLLEGE,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB5 8BL
G11226,AARHUS UNIVERSITY,NORDRE RINGGADE 1,AARHUS C,FC,0,,DENMARK,8000
016039,COLUMBIANA COUNTY CAREER CENTER,9364 STATE ROUTE 45,LISBON,OH,44432,,,
G10493,CRANFIELD UNIVERSITY,WHARLEY END  CRANFIELD,BEDFORD,FC,0,BEDFORDSHIRE,ENGLAND,MK43 OAL
015663,PORTFOLIO CENTER,"125 BENNETT STREET, NORTHWEST",ATLANTA,GA,30309,,,
016723,"MODERN WELDING SCHOOL, INC.",1842 STATE ST,SCHENECTADY,NY,12304,,,
012432,COSSATOT COMMUNITY COLLEGE,183 COLLEGE DRIVE,DE QUEEN,AR,71832,,,
024827,WESTERN UNIVERSITY OF HEALTH S,309 E 2ND ST,POMON/A,CA,91766,,,
G20681,ADLER UNIVERSITY,17 N. DEARBORN,CHICAGO,IL,60602,,,
016114,BAYSHIRE BEAUTY ACADEMY,917 SAGIN/AW STREET,BAY CITY,MI,48708,,,
G10915,UNIV OF EAST ANGLIA,**,NORWICH,FC,0,,ENGLAND,
G11094,UNIVERSITY OF WESTERN AUSTRALIA (THE),35 STIRLING HIGHWAY,PERTH,FC,0,WESTERN AUSTRALIA,AUSTRALIA,6009
G22718,UNIV OF OXFORD - CAMPION HALL,BREWER STREET,OXFORD,FC,0,,ENGLAND,OX1 1QS
G11062,UNIVERSITY OF OXFORD - ORIEL COLLEG,**,OXFORD,FC,0,,ENGLAND,
G11067,UNIVERSITY OF OXFORD - KEBLE COLLEGE,PARKS ROAD,OXFORD,FC,0,,UNITED KINGDOM,OX1 3PG
G22253,UNIVERSITY OF CANTERBURY,"LEVEL 1, REGISTRY",CHRISTCHURCH,FC,0,,NEW ZEALAND,8140
015800,PIONEER CAREER & TECHNOLOGY CENTER,27 RYAN ROAD,SHELBY,OH,44875,,,
E40426,FLORIDA CAREER COLLEGE - WEST PALM BEACH,6058 OKEECHOBEE BLVD.,WEST PALM BEACH,FL,33417,,,
016924,FOX COLLEGE,6640 S. CICERO,BEDFORD PARK,IL,60638,,,
G12101,UNIVERSITY OF CAMBRIDGE - GIRTON CO,HUNTINGDON ROAD,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB3 0JG
G21159,UNIVERSITY OF PORTSMOUTH,WINSTON CHURCHHILL AVENUE,PORTSMOUTH,FC,0,,ENGLAND,P01 2UP
014552,TONI&GUY HAIRDRESSING ACADEMY,464 N. FAIRFAX AVE,LOS ANGELES,CA,90036,,,
011715,JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,,,
G12201,UNIVERSITY OF OXFORD - REGENT'S PAR,PUSEY STREET,OXFORD,FC,0,,ENGLAND,
G20944,UNIV OF CAMBRIDGE - ST EDMUND'S HOU,MOUNT PLEASANT,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB3 0BN
021799,ARGOSY UNIVERSITY,601 SOUTH LEWIS STREET,ORANGE,CA,92868,,,
016118,HIGH PLAINS AREA VOC-TECH,3921 34TH STREET,WOODWARD,OK,73801,,,
E00896,MILLER-MOTTE COLLEGE - WILMINGTON,5000 MARKET STREET,WILMINGTON,NC,28405,,,
016280,GEORGE STONE TECHNICAL COLLEGE,2400 LONGLEAF DRIVE,PENSACOLA,FL,32526,,,
016387,TOLEDO ACADEMY OF BEAUTY CULTURE - EAST,3341 N/AVARRE AVE,OREGON,OH,43616,,,
012407,SCHUYLER-CHEMUNG-TIOGA BOCES,303 NORTH MAIN STREET,ELMIRA,NY,14901,,,
013732,BENJAMIN FRANKLIN CAREER&TECH,500 28TH STREET,DUNBAR,WV,25064,,,
G21019,ROEHAMPTON UNIVERSITY,GROVE HOUSE,LONDON,FC,0,,ENGLAND,SW15 5PJ
016342,LANCASTER COUNTY CAREER & TECH CTR,1730 HANS HERR DRIVE,WILLOW STREET,PA,17584,,,
016350,LA' JAMES INTERNATIONAL COLLEGE,485 - AVENUE OF THE CITIES,EAST MOLINE,IL,61244,,,
016354,CASS CAREER CENTER,1600 EAST ELM ST,HARRISONVILLE,MO,64701,,,
E00835,FLORIDA NATIONAL UNIVERSITY - TRAINING A,4206 WEST 12 AVENUE,HIALEAH,FL,33012,,,
015212,NORTH MISSISSIPPI MED CTR MED TECH,830 SOUTH GLOSTER,TUPELO,MS,38801,,,
023166,CORTIVA INSTITUTE,45 SHUNPIKE ROAD,CROMWELL,CT,6416,,,
G12198,UNIVERSITY OF BRADFORD,RICHMOND ROAD,BRADFORD,FC,0,,ENGLAND,
G12627,THOMAS M. COOLEY LAW SCHOOL,300 SOUTH CAPITOL AVENUE,LANSING,MI,48901,,,
016258,WITHLACOOCHEE TECHNICAL COLLEGE,1201 WEST MAIN STREET,INVERNESS,FL,34450,,,
G23205,ROYAL NORTHERN COLLEGE OF MUSIC,124 OXFORD ROAD,MANCHESTER,FC,0,,ENGLAND,M20 2QW
021706,UNITED STATES SPORTS ACADEMY,ONE ACADEMY DRIVE,DAPHNE,AL,36526,,,
